(35, 3)
(19, 2)
(92, 1)
(68, 4)
(112, 5)
(134, 8)
(2, 0)
(66, 2)
(157, 1)
(107, 8)
(8, 7)
(167, 10)
(15, 6)
(171, 5)
(107, 2)
(174, 1)
(185, 2)
(20, 0)
(95, 4)
(178, 10)
(147, 2)
(65, 4)
(150, 0)
(131, 6)
(61, 5)
(147, 8)
(9, 0)
(65, 0)
(148, 0)
(59, 8)
(60, 9)
(39, 0)
(197, 9)
(68, 7)
(150, 2)
(25, 6)
(13, 2)
(69, 9)
(150, 4)
(134, 5)
(70, 10)
(61, 1)
(143, 1)
(134, 8)
(172, 3)
(5, 8)
(108, 0)
(36, 2)
(187, 2)
(137, 1)
(52, 3)
(36, 0)
(107, 5)
(78, 0)
(126, 4)
(6, 2)
(164, 1)
(37, 10)
(62, 1)
(41, 5)
(26, 9)
(166, 7)
(142, 8)
(48, 2)
(89, 4)
(86, 3)
(141, 5)
(104, 3)
(161, 5)
(65, 0)
(163, 0)
(167, 6)
(122, 0)
(167, 1)
(18, 8)
(62, 4)
(193, 1)
(98, 2)
(78, 4)
(144, 0)
(1, 8)
(62, 10)
(93, 5)
(184, 7)
(178, 9)
(104, 8)
(200, 6)
(174, 5)
(30, 4)
(79, 6)
(16, 2)
(170, 9)
(94, 4)
(150, 5)
(105, 1)
