(132, 7)
(135, 0)
(48, 10)
(150, 9)
(9, 1)
(2, 4)
(55, 0)
(86, 4)
(78, 3)
(60, 9)
(28, 1)
(70, 2)
(151, 2)
(154, 3)
(114, 2)
(49, 2)
(84, 0)
(157, 2)
(118, 5)
(149, 1)
(71, 4)
(190, 6)
(134, 6)
(151, 10)
(10, 8)
(145, 5)
(33, 6)
(81, 8)
(28, 6)
(52, 9)
(67, 2)
(22, 9)
(122, 3)
(54, 5)
(127, 8)
(18, 5)
(135, 0)
(2, 2)
(141, 10)
(28, 8)
(62, 4)
(187, 4)
(196, 6)
(84, 2)
(196, 1)
(24, 7)
(6, 5)
(71, 10)
(33, 6)
(7, 8)
(80, 7)
(144, 0)
(13, 2)
(59, 4)
(32, 8)
(63, 4)
(141, 7)
(31, 0)
(103, 6)
(163, 8)
(20, 10)
(58, 4)
(167, 3)
(161, 1)
(100, 1)
(170, 4)
(20, 9)
(36, 2)
(141, 3)
(83, 9)
(100, 7)
(132, 7)
(186, 9)
(48, 10)
(145, 1)
(18, 8)
(137, 6)
(182, 5)
(147, 3)
(159, 1)
(129, 2)
(21, 9)
(47, 4)
(82, 9)
(19, 10)
(176, 3)
(173, 8)
(176, 4)
(170, 5)
(177, 4)
(155, 6)
(28, 8)
(69, 3)
(168, 1)
(61, 4)
(6, 9)
(42, 0)
(35, 8)
(102, 5)
(5, 9)
(26, 0)
(132, 7)
(62, 6)
(55, 1)
