(121, 1)
(159, 10)
(112, 7)
(8, 4)
(179, 3)
(169, 10)
(162, 6)
(158, 7)
(45, 6)
(118, 2)
(23, 3)
(50, 10)
(38, 4)
(47, 4)
(35, 8)
(80, 3)
(92, 7)
(60, 10)
(83, 0)
(39, 0)
(155, 6)
(103, 2)
(111, 10)
(142, 5)
(167, 4)
(198, 7)
(135, 8)
(150, 10)
(158, 1)
(56, 5)
(136, 7)
(140, 2)
(192, 10)
(68, 5)
(190, 7)
(197, 0)
(129, 6)
(127, 2)
(185, 9)
(41, 5)
(107, 10)
(60, 0)
(138, 3)
(178, 9)
(190, 7)
(139, 7)
(100, 4)
(164, 10)
(10, 3)
(188, 1)
(101, 9)
(196, 5)
(113, 7)
(19, 3)
(132, 1)
(27, 8)
(135, 1)
(28, 3)
(106, 10)
(130, 2)
(163, 9)
(101, 0)
(155, 1)
(189, 6)
(197, 7)
(32, 8)
(28, 10)
(170, 5)
(16, 3)
(112, 0)
(4, 3)
(65, 6)
(15, 0)
(73, 9)
(101, 1)
(50, 3)
(153, 9)
(18, 3)
(25, 4)
(68, 7)
(110, 8)
(59, 3)
(55, 0)
(162, 9)
(105, 10)
(73, 7)
(5, 9)
(133, 3)
(94, 2)
