(50, 9)
(42, 0)
(187, 10)
(165, 10)
(131, 8)
(74, 10)
(170, 2)
(92, 2)
(8, 2)
(109, 0)
(63, 10)
(157, 3)
(24, 1)
(8, 4)
(161, 8)
(37, 1)
(12, 1)
(74, 3)
(10, 10)
(189, 7)
(126, 6)
(70, 0)
(127, 8)
(56, 0)
(149, 3)
(174, 2)
(29, 3)
(178, 1)
(23, 5)
(184, 5)
(101, 5)
(106, 7)
(174, 8)
(37, 9)
(48, 3)
(88, 0)
(27, 9)
(132, 8)
(114, 9)
(15, 7)
(29, 8)
(59, 7)
(2, 9)
(75, 2)
(75, 1)
(38, 1)
(136, 8)
(188, 1)
(189, 7)
(85, 1)
(126, 5)
(193, 0)
(62, 0)
(194, 4)
(111, 0)
(158, 5)
(28, 1)
(72, 9)
(195, 10)
(46, 2)
(158, 2)
(53, 2)
(128, 3)
(144, 2)
(61, 10)
(200, 10)
(170, 9)
(21, 10)
(27, 7)
(187, 5)
(67, 8)
(88, 4)
(30, 4)
(129, 1)
(59, 6)
(44, 1)
(61, 1)
(88, 3)
(65, 6)
(153, 6)
(81, 4)
(184, 4)
(39, 2)
(119, 4)
(93, 3)
(106, 3)
(33, 4)
(49, 4)
(55, 5)
(106, 9)
(198, 4)
(43, 4)
(164, 9)
(77, 8)
(101, 9)
(36, 4)
(167, 5)
(163, 0)
(73, 2)
(188, 9)
(121, 3)
(181, 7)
(165, 4)
(70, 9)
(154, 2)
(167, 9)
(112, 8)
(103, 10)
(191, 8)
(151, 5)
(26, 4)
(21, 1)
(33, 4)
(20, 1)
(28, 0)
(64, 10)
(163, 5)
(183, 3)
(156, 5)
(139, 5)
(172, 1)
(68, 3)
(126, 1)
(83, 8)
(169, 4)
(2, 7)
(131, 9)
