(67, 4)
(86, 8)
(129, 2)
(138, 10)
(142, 5)
(106, 6)
(137, 4)
(31, 7)
(1, 0)
(172, 2)
(36, 7)
(188, 2)
(167, 4)
(72, 9)
(35, 1)
(73, 2)
(112, 8)
(54, 8)
(97, 3)
(51, 7)
(3, 2)
(134, 3)
(51, 10)
(55, 10)
(51, 8)
(19, 2)
(57, 10)
(125, 0)
(141, 2)
(34, 3)
(172, 0)
(135, 0)
(37, 1)
(49, 8)
(112, 8)
(193, 9)
(14, 1)
(26, 10)
(1, 7)
(160, 3)
(81, 10)
(63, 5)
(119, 7)
(181, 5)
(186, 7)
(133, 9)
(139, 7)
(25, 1)
(159, 8)
(35, 7)
(122, 9)
(192, 0)
(186, 10)
(57, 2)
(55, 1)
(56, 2)
(188, 5)
(20, 8)
(26, 4)
(88, 2)
(130, 5)
(70, 4)
(149, 10)
(171, 0)
(138, 4)
(111, 0)
(50, 2)
(180, 1)
(28, 5)
(129, 5)
(152, 8)
(98, 3)
(26, 7)
(77, 1)
(5, 9)
(99, 7)
(122, 3)
(80, 1)
(20, 1)
(82, 6)
(160, 5)
(122, 10)
(198, 1)
(42, 8)
(22, 0)
(28, 7)
(186, 2)
(130, 4)
(15, 9)
(183, 9)
(54, 10)
(136, 4)
(21, 7)
(177, 8)
(149, 7)
(72, 6)
(71, 4)
(168, 9)
(8, 8)
(61, 1)
(79, 6)
(134, 2)
(167, 2)
(84, 10)
(101, 0)
(69, 7)
(48, 9)
(61, 9)
(79, 7)
(106, 10)
(171, 0)
(91, 4)
(43, 5)
(93, 6)
(86, 5)
(137, 4)
(17, 1)
(156, 10)
(12, 6)
(124, 7)
(99, 1)
(156, 2)
