(160, 1)
(32, 5)
(177, 4)
(83, 5)
(165, 1)
(82, 6)
(189, 9)
(99, 0)
(75, 7)
(36, 0)
(115, 10)
(175, 6)
(133, 9)
(19, 10)
(54, 0)
(14, 9)
(118, 8)
(14, 5)
(85, 6)
(7, 10)
(71, 10)
(54, 5)
(143, 3)
(124, 9)
(71, 1)
(103, 3)
(13, 2)
(2, 1)
(57, 10)
(165, 6)
(195, 0)
(15, 3)
(121, 2)
(119, 8)
(198, 1)
(59, 8)
(126, 3)
(159, 5)
(142, 0)
(55, 9)
(65, 8)
(112, 10)
(93, 5)
(32, 5)
(85, 1)
(158, 10)
(63, 5)
(76, 0)
(60, 9)
(49, 1)
(40, 6)
(179, 1)
(71, 3)
(33, 8)
(104, 6)
(199, 9)
(86, 8)
(155, 9)
(161, 4)
(100, 0)
(28, 7)
(162, 8)
(39, 3)
(192, 6)
(76, 1)
(158, 1)
(135, 6)
(75, 8)
(134, 8)
(96, 3)
(88, 1)
(64, 0)
(106, 5)
(195, 3)
(36, 10)
(194, 5)
(194, 5)
(36, 6)
(15, 7)
(7, 2)
(180, 9)
(75, 3)
(126, 8)
(160, 6)
(198, 3)
(55, 6)
(34, 10)
(174, 7)
(72, 1)
(85, 1)
(42, 5)
(6, 10)
(69, 7)
(18, 9)
(11, 8)
(126, 5)
(137, 8)
(156, 0)
(35, 10)
(13, 1)
(99, 9)
(100, 10)
(89, 7)
(94, 5)
(148, 1)
(62, 1)
(199, 4)
(125, 7)
(175, 3)
(30, 4)
(144, 2)
(31, 10)
(142, 10)
(84, 1)
