(108, 6)
(173, 7)
(180, 1)
(71, 1)
(53, 1)
(162, 8)
(175, 2)
(144, 1)
(22, 5)
(156, 2)
(158, 7)
(189, 7)
(135, 10)
(20, 9)
(104, 0)
(126, 5)
(168, 9)
(181, 9)
(120, 8)
(26, 5)
(53, 7)
(125, 3)
(137, 5)
(93, 10)
(17, 4)
(146, 7)
(185, 3)
(80, 3)
(91, 2)
(174, 2)
(190, 7)
(116, 3)
(195, 8)
(172, 1)
(171, 4)
(150, 3)
(21, 10)
(31, 8)
(156, 3)
(125, 3)
(188, 1)
(113, 2)
(85, 6)
(47, 3)
(200, 2)
(33, 2)
(54, 4)
(7, 6)
(88, 5)
(187, 10)
(1, 0)
(65, 1)
(32, 3)
(172, 6)
(18, 10)
(28, 8)
(108, 8)
(99, 8)
(14, 3)
(70, 7)
(98, 0)
(105, 0)
(180, 0)
(35, 0)
(180, 5)
(137, 7)
(30, 9)
(38, 0)
(131, 8)
(24, 10)
(8, 9)
(182, 6)
(164, 7)
(53, 10)
(96, 4)
(130, 3)
(126, 0)
(10, 3)
(140, 4)
(197, 1)
(66, 1)
(144, 10)
(174, 6)
(154, 7)
(81, 0)
(127, 9)
(115, 7)
(96, 0)
(113, 10)
(155, 9)
(47, 9)
(70, 1)
(144, 9)
(39, 9)
