(34, 3)
(175, 3)
(194, 3)
(62, 7)
(112, 1)
(30, 5)
(129, 2)
(77, 10)
(12, 7)
(34, 9)
(92, 7)
(117, 10)
(21, 4)
(136, 8)
(128, 2)
(190, 3)
(20, 1)
(23, 2)
(115, 1)
(173, 7)
(166, 4)
(62, 0)
(110, 9)
(190, 0)
(56, 5)
(104, 2)
(196, 3)
(184, 4)
(19, 8)
(81, 0)
(146, 3)
(22, 4)
(63, 10)
(159, 5)
(119, 1)
(10, 9)
(121, 7)
(91, 7)
(51, 0)
(122, 6)
(167, 1)
(48, 9)
(1, 1)
(141, 4)
(96, 4)
(8, 2)
(46, 2)
(156, 0)
(30, 4)
(108, 10)
(73, 8)
(123, 6)
(61, 5)
(26, 7)
(19, 0)
(31, 10)
(123, 4)
(6, 3)
(174, 6)
(95, 2)
(112, 9)
(115, 1)
(96, 8)
(108, 5)
(141, 7)
(9, 3)
(118, 7)
(91, 0)
(158, 4)
(118, 5)
(83, 9)
(103, 4)
(186, 1)
(183, 9)
(80, 8)
(41, 10)
(143, 7)
(94, 10)
(51, 10)
(34, 5)
(200, 9)
(98, 4)
(98, 9)
(117, 10)
(177, 2)
(100, 6)
