(142, 9)
(197, 3)
(81, 7)
(69, 6)
(88, 4)
(36, 8)
(54, 5)
(13, 10)
(1, 3)
(155, 2)
(106, 1)
(24, 10)
(134, 2)
(48, 9)
(37, 8)
(93, 10)
(108, 0)
(47, 0)
(1, 10)
(55, 1)
(139, 5)
(185, 7)
(147, 3)
(196, 7)
(154, 5)
(104, 3)
(129, 4)
(146, 5)
(191, 10)
(166, 0)
(107, 0)
(194, 3)
(190, 7)
(179, 9)
(147, 5)
(159, 5)
(191, 8)
(38, 4)
(135, 9)
(197, 4)
(66, 8)
(168, 0)
(172, 1)
(52, 5)
(83, 10)
(142, 7)
(34, 1)
(171, 3)
(136, 5)
(77, 7)
(100, 3)
(71, 1)
(87, 8)
(38, 0)
(126, 4)
(44, 8)
(139, 6)
(33, 5)
(159, 2)
(112, 4)
(38, 9)
(115, 7)
(167, 5)
(20, 0)
(6, 7)
(186, 0)
(167, 8)
(188, 6)
(89, 10)
(165, 4)
(117, 0)
(12, 6)
(170, 10)
(94, 9)
(23, 0)
(122, 4)
(188, 7)
(57, 4)
(61, 0)
(177, 8)
(35, 9)
(92, 5)
(105, 10)
(73, 10)
(88, 7)
(15, 6)
(63, 3)
(113, 7)
(139, 3)
(27, 7)
(55, 2)
(72, 0)
(104, 9)
(109, 3)
(160, 2)
(189, 7)
(141, 3)
(185, 8)
(140, 10)
(147, 0)
(167, 4)
(152, 8)
(177, 10)
(185, 9)
(42, 4)
(116, 8)
(20, 8)
(188, 8)
(32, 9)
(17, 9)
(93, 10)
(68, 10)
(6, 1)
(172, 6)
