(32, 4)
(76, 2)
(93, 9)
(69, 5)
(21, 9)
(155, 2)
(20, 1)
(39, 8)
(6, 4)
(97, 7)
(26, 10)
(146, 8)
(25, 4)
(3, 8)
(2, 7)
(128, 7)
(28, 9)
(192, 8)
(159, 5)
(27, 0)
(127, 1)
(104, 10)
(174, 6)
(42, 7)
(124, 8)
(71, 2)
(6, 8)
(93, 1)
(16, 0)
(137, 7)
(64, 6)
(5, 8)
(153, 3)
(69, 3)
(200, 6)
(103, 0)
(111, 2)
(133, 5)
(44, 8)
(32, 1)
(53, 8)
(10, 1)
(50, 10)
(167, 0)
(182, 0)
(9, 7)
(19, 0)
(199, 1)
(74, 10)
(146, 10)
(4, 5)
(28, 1)
(112, 7)
(181, 8)
(90, 0)
(163, 4)
(115, 3)
(165, 7)
(163, 4)
(76, 1)
(112, 3)
(135, 0)
(129, 2)
(81, 0)
(19, 8)
(57, 5)
(87, 8)
(102, 4)
(55, 7)
(197, 1)
(91, 7)
(184, 3)
(21, 0)
(69, 9)
(93, 8)
(120, 7)
(185, 1)
(182, 5)
(44, 10)
(175, 10)
(33, 2)
(127, 6)
(53, 4)
(41, 2)
(55, 0)
(24, 9)
(173, 7)
(68, 8)
(28, 9)
(125, 6)
(195, 5)
(104, 7)
(77, 7)
(75, 6)
(81, 6)
(37, 8)
(184, 0)
(143, 0)
(42, 8)
(2, 1)
(77, 8)
(28, 3)
(107, 7)
(34, 8)
(70, 1)
(179, 7)
(3, 9)
(174, 8)
(17, 1)
(73, 6)
(140, 4)
(96, 3)
(178, 3)
(142, 1)
(18, 10)
(11, 10)
(180, 9)
