(82, 3)
(31, 6)
(141, 0)
(188, 6)
(119, 9)
(186, 1)
(185, 0)
(199, 6)
(92, 7)
(78, 8)
(40, 1)
(29, 4)
(40, 9)
(170, 10)
(41, 8)
(14, 2)
(200, 10)
(2, 6)
(139, 4)
(86, 9)
(8, 6)
(168, 7)
(1, 5)
(98, 4)
(161, 3)
(20, 4)
(9, 2)
(128, 8)
(3, 3)
(5, 9)
(104, 9)
(35, 10)
(173, 0)
(190, 9)
(71, 0)
(189, 1)
(87, 3)
(9, 4)
(41, 8)
(131, 10)
(158, 2)
(70, 2)
(42, 7)
(172, 8)
(128, 0)
(29, 4)
(41, 3)
(153, 2)
(195, 2)
(79, 5)
(62, 9)
(54, 4)
(50, 6)
(80, 0)
(196, 6)
(7, 9)
(151, 10)
(96, 9)
(71, 7)
(156, 1)
(97, 4)
(132, 2)
(183, 0)
(93, 0)
(8, 2)
(9, 3)
(147, 10)
(61, 5)
(27, 2)
(90, 5)
(126, 3)
(10, 10)
(64, 2)
(148, 10)
(54, 0)
(11, 1)
(172, 7)
(104, 9)
(71, 5)
(128, 1)
(166, 4)
(17, 9)
(11, 8)
(54, 3)
(40, 5)
(161, 10)
(173, 1)
(56, 6)
(157, 7)
(104, 6)
(24, 0)
(110, 4)
(20, 2)
(141, 7)
(20, 4)
(41, 2)
(195, 9)
(90, 2)
(25, 4)
(116, 4)
(52, 10)
(131, 3)
(10, 3)
(52, 3)
(27, 3)
(143, 5)
(115, 7)
(17, 0)
(133, 5)
(5, 3)
(67, 1)
(186, 5)
(177, 8)
(40, 10)
(186, 1)
(108, 10)
(147, 6)
(179, 4)
(11, 5)
(36, 8)
(84, 4)
(125, 6)
(59, 6)
(167, 4)
