(178, 1)
(65, 10)
(135, 5)
(35, 5)
(9, 8)
(116, 6)
(86, 3)
(125, 3)
(172, 8)
(113, 3)
(92, 8)
(113, 10)
(113, 6)
(57, 8)
(41, 8)
(79, 3)
(159, 1)
(127, 7)
(169, 1)
(14, 0)
(117, 7)
(145, 3)
(195, 1)
(177, 0)
(127, 0)
(13, 5)
(167, 7)
(108, 5)
(107, 0)
(190, 7)
(157, 9)
(77, 10)
(38, 3)
(93, 4)
(89, 7)
(173, 8)
(49, 1)
(58, 0)
(11, 9)
(31, 9)
(103, 9)
(162, 9)
(153, 0)
(157, 10)
(166, 1)
(136, 3)
(45, 3)
(24, 7)
(19, 1)
(78, 9)
(163, 0)
(198, 5)
(160, 6)
(58, 9)
(128, 6)
(43, 0)
(176, 0)
(20, 6)
(22, 0)
(107, 3)
(95, 10)
(196, 3)
(125, 0)
(11, 8)
(115, 2)
(62, 10)
(17, 9)
(109, 5)
(111, 0)
(79, 6)
(192, 6)
(170, 6)
(157, 10)
(54, 3)
(18, 9)
(183, 0)
(65, 0)
(14, 0)
(121, 5)
(75, 7)
(162, 7)
(32, 9)
(200, 3)
(52, 9)
(90, 6)
(123, 3)
(70, 6)
(183, 7)
(51, 5)
(6, 5)
(2, 9)
(111, 1)
(185, 6)
(49, 4)
(29, 2)
(115, 6)
(148, 7)
(82, 7)
(13, 1)
(194, 5)
(52, 1)
(107, 1)
(78, 8)
(79, 3)
(181, 9)
(190, 8)
(176, 3)
(111, 5)
(19, 8)
(99, 6)
(174, 6)
(175, 1)
(84, 6)
(22, 2)
