(38, 3)
(45, 2)
(90, 9)
(166, 1)
(34, 3)
(134, 7)
(34, 5)
(20, 4)
(7, 7)
(116, 8)
(94, 3)
(34, 3)
(30, 6)
(183, 0)
(47, 7)
(106, 3)
(60, 0)
(11, 4)
(108, 9)
(16, 8)
(119, 10)
(122, 1)
(4, 7)
(146, 2)
(63, 1)
(165, 10)
(22, 1)
(95, 8)
(13, 3)
(99, 8)
(144, 6)
(56, 7)
(38, 0)
(8, 5)
(77, 3)
(42, 9)
(120, 6)
(159, 1)
(45, 10)
(2, 2)
(74, 1)
(72, 2)
(88, 0)
(198, 1)
(128, 7)
(170, 7)
(106, 7)
(42, 1)
(125, 9)
(25, 9)
(25, 4)
(128, 3)
(119, 2)
(169, 4)
(58, 1)
(110, 7)
(151, 1)
(168, 9)
(111, 7)
(180, 4)
(181, 4)
(183, 7)
(91, 7)
(59, 3)
(103, 2)
(105, 5)
(59, 7)
(70, 1)
(82, 0)
(51, 2)
(198, 10)
(100, 10)
(79, 9)
(178, 5)
(174, 0)
(123, 7)
(167, 2)
(103, 6)
(37, 7)
(30, 2)
(191, 3)
(29, 7)
(128, 4)
(112, 7)
(181, 10)
(9, 7)
(119, 5)
(134, 1)
(112, 10)
(65, 8)
(154, 2)
(105, 10)
(91, 0)
(173, 7)
(109, 8)
(25, 10)
(153, 2)
(177, 0)
(28, 0)
(146, 2)
(114, 9)
(184, 3)
