(92, 9)
(178, 1)
(158, 9)
(31, 5)
(75, 3)
(148, 6)
(14, 10)
(103, 10)
(90, 9)
(110, 3)
(92, 1)
(130, 10)
(184, 2)
(18, 6)
(44, 2)
(172, 3)
(121, 6)
(182, 1)
(55, 2)
(11, 1)
(152, 1)
(41, 7)
(45, 4)
(198, 10)
(12, 2)
(187, 7)
(147, 7)
(57, 2)
(94, 3)
(64, 0)
(117, 2)
(87, 8)
(81, 4)
(61, 6)
(85, 6)
(54, 6)
(105, 6)
(169, 6)
(129, 5)
(94, 2)
(76, 6)
(29, 8)
(32, 7)
(41, 1)
(155, 5)
(148, 2)
(181, 8)
(148, 3)
(89, 0)
(163, 0)
(162, 7)
(68, 8)
(58, 6)
(153, 1)
(174, 10)
(186, 5)
(53, 1)
(168, 3)
(167, 10)
(55, 0)
(67, 1)
(153, 1)
(192, 0)
(32, 0)
(101, 9)
(68, 8)
(188, 10)
(50, 6)
(40, 9)
(13, 8)
(48, 0)
(166, 10)
(20, 2)
(15, 8)
(188, 6)
(38, 3)
(16, 5)
(133, 10)
(98, 4)
(54, 8)
(8, 7)
(187, 2)
(61, 7)
(147, 5)
(95, 0)
(105, 0)
(147, 3)
(151, 4)
(180, 1)
(48, 2)
(115, 9)
(114, 2)
(113, 2)
(2, 7)
(15, 6)
(98, 1)
(78, 1)
(85, 10)
(91, 7)
(163, 2)
(186, 4)
(120, 6)
(115, 2)
(191, 6)
(138, 1)
(165, 5)
(160, 4)
(176, 3)
(144, 0)
(21, 10)
(100, 4)
(16, 1)
(140, 8)
(134, 10)
(168, 2)
(47, 6)
(110, 0)
(8, 1)
(45, 9)
(44, 2)
(90, 8)
(106, 5)
(167, 10)
(194, 9)
